date,precipitation,mean_temp,wind_speed,weather_status,max_temp,min_temp
2012-07-12,0.0,18.84,2.7,drizzle,25.6,13.3
2012-07-13,0.5,18.13,2.2,rain,23.3,13.9
2012-07-14,0.0,19.5,2.2,rain,25.0,15.0
2012-07-15,0.0,15.82,3.8,rain,18.9,13.3
2012-07-16,0.3,19.06,2.5,rain,26.1,13.3
2012-07-17,0.0,18.02,2.6,sun,21.7,15.0
2012-07-18,0.0,17.42,2.9,sun,21.1,14.4
2012-07-19,0.0,19.17,2.2,sun,25.0,14.4
2012-07-20,15.2,16.38,4.0,rain,19.4,13.9
2012-07-21,0.0,18.4,2.3,sun,23.9,13.9
2012-07-22,1.0,15.98,3.9,rain,20.6,12.2
2012-07-23,0.0,14.61,3.3,rain,18.9,11.1
2012-07-24,0.0,17.2,4.3,sun,23.3,12.2
2012-07-25,0.0,19.06,2.6,sun,26.7,12.8
2012-07-26,0.0,18.56,2.2,drizzle,25.6,12.8
2012-07-27,0.0,16.15,2.8,drizzle,18.9,13.9
2012-07-28,0.0,17.3,1.7,drizzle,22.2,13.3
2012-07-29,0.0,18.51,2.0,sun,22.8,15.0
2012-07-30,0.0,16.05,3.0,sun,19.4,13.3
2012-07-31,0.0,17.9,2.8,sun,22.8,13.9
2012-08-01,0.0,18.07,2.2,drizzle,23.9,13.3
2012-08-02,0.0,17.2,2.5,sun,23.3,12.2
2012-08-03,0.0,19.28,3.9,sun,27.2,12.8
2012-08-04,0.0,24.44,3.7,sun,33.9,16.7
2012-08-05,0.0,25.04,1.9,sun,33.9,17.8
2012-08-06,0.0,21.32,2.5,rain,28.3,15.6
2012-08-07,0.0,17.74,2.6,drizzle,21.1,15.0
2012-08-08,0.0,18.24,3.1,sun,22.2,15.0
2012-08-09,0.0,18.9,3.8,drizzle,24.4,14.4
2012-08-10,0.0,18.23,2.3,sun,25.6,12.2
2012-08-11,0.0,20.05,2.5,sun,28.3,13.3
2012-08-12,0.0,22.02,3.0,sun,30.6,15.0
2012-08-13,0.0,22.02,2.8,sun,30.6,15.0
2012-08-14,0.0,20.65,2.8,sun,28.9,13.9
2012-08-15,0.0,23.18,4.7,sun,31.1,16.7
2012-08-16,0.0,25.54,2.8,sun,34.4,18.3
2012-08-17,0.0,23.62,1.8,sun,32.8,16.1
2012-08-18,0.0,17.69,3.0,drizzle,21.7,14.4
2012-08-19,0.0,18.74,2.7,drizzle,23.3,15.0
2012-08-20,0.0,19.77,1.9,sun,25.6,15.0
2012-08-21,0.0,17.8,3.0,rain,23.3,13.3
2012-08-22,0.0,17.3,2.3,sun,22.2,13.3
2012-08-23,0.0,17.14,3.8,sun,21.1,13.9
2012-08-24,0.0,15.49,3.3,sun,22.2,10.0
2012-08-25,0.0,18.18,3.2,sun,26.1,11.7
2012-08-26,0.0,16.21,3.4,sun,21.1,12.2
2012-08-27,0.0,18.07,1.8,sun,23.9,13.3
2012-08-28,0.0,16.97,3.2,sun,22.8,12.2
2012-08-29,0.0,17.58,2.4,sun,22.8,13.3
2012-08-30,0.0,17.3,1.9,sun,22.8,12.8
2012-08-31,0.0,15.82,2.9,sun,22.2,10.6
2012-09-01,0.0,15.6,2.1,sun,21.7,10.6
2012-09-02,0.0,15.0,2.0,sun,21.1,10.0
2012-09-03,0.0,17.3,3.3,sun,22.8,12.8
2012-09-04,0.0,17.08,3.1,sun,24.4,11.1
2012-09-05,0.0,18.18,2.6,sun,26.1,11.7
2012-09-06,0.0,20.66,4.2,sun,28.3,14.4
2012-09-07,0.0,21.81,3.1,sun,32.2,13.3
2012-09-08,0.0,18.57,3.0,sun,25.0,13.3
2012-09-09,0.3,16.15,5.0,rain,18.9,13.9
2012-09-10,0.3,15.44,3.9,rain,20.0,11.7
2012-09-11,0.0,13.9,4.2,sun,20.0,8.9
2012-09-12,0.0,15.49,5.6,sun,22.2,10.0
2012-09-13,0.0,18.94,3.6,sun,27.8,11.7
2012-09-14,0.0,17.85,1.5,sun,26.1,11.1
2012-09-15,0.0,16.1,1.9,sun,22.2,11.1
2012-09-16,0.0,16.15,2.3,sun,24.4,9.4
2012-09-17,0.0,18.94,2.2,fog,27.8,11.7
2012-09-18,0.0,18.94,1.4,sun,27.8,11.7
2012-09-19,0.0,17.19,1.9,drizzle,23.9,11.7
2012-09-20,0.0,14.23,2.5,drizzle,19.4,10.0
2012-09-21,0.0,14.29,2.1,drizzle,16.1,12.8
2012-09-22,0.3,15.16,1.1,rain,19.4,11.7
2012-09-23,0.0,14.23,1.4,fog,19.4,10.0
2012-09-24,0.0,15.0,1.8,fog,21.1,10.0
2012-09-25,0.0,14.84,1.7,sun,19.4,11.1
2012-09-26,0.0,13.9,1.7,drizzle,19.4,9.4
2012-09-27,0.0,15.76,1.7,drizzle,22.8,10.0
2012-09-28,0.0,17.96,1.1,rain,25.0,12.2
2012-09-29,0.0,15.98,4.3,sun,20.6,12.2
2012-09-30,0.0,13.78,3.1,sun,21.1,7.8
2012-10-01,0.0,15.38,3.0,sun,23.3,8.9
2012-10-02,0.0,13.51,4.1,sun,17.8,10.0
2012-10-03,0.0,12.79,7.3,sun,18.9,7.8
2012-10-04,0.0,13.07,6.5,sun,18.9,8.3
2012-10-05,0.0,14.66,5.7,sun,21.7,8.9
2012-10-06,0.0,15.04,5.1,sun,23.9,7.8
2012-10-07,0.0,15.04,1.3,sun,23.9,7.8
2012-10-08,0.0,13.78,1.9,sun,21.1,7.8
2012-10-09,0.0,12.14,1.6,drizzle,16.1,8.9
2012-10-10,0.0,10.06,1.4,drizzle,12.2,8.3
2012-10-11,0.0,10.22,1.3,drizzle,13.9,7.2
2012-10-12,2.0,11.15,4.6,rain,13.9,8.9
2012-10-13,4.8,13.73,3.9,rain,15.6,12.2
2012-10-14,16.5,15.32,3.4,rain,17.8,13.3
2012-10-15,7.9,13.84,4.6,rain,17.2,11.1
2012-10-16,0.0,11.81,5.5,sun,16.1,8.3
2012-10-17,0.0,9.84,1.6,sun,14.4,6.1
2012-10-18,20.8,11.7,2.0,rain,17.8,6.7
2012-10-19,4.8,11.92,5.3,rain,15.0,9.4
2012-10-20,0.5,8.35,5.7,rain,11.1,6.1
2012-10-21,6.4,7.68,2.7,rain,11.7,4.4
2012-10-22,8.9,5.32,2.6,rain,7.8,3.3
2012-10-23,0.0,8.07,3.0,rain,11.1,5.6
2012-10-24,7.1,8.62,2.1,rain,11.7,6.1
2012-10-25,0.0,8.95,1.5,sun,11.7,6.7
2012-10-26,1.5,8.96,2.5,rain,11.1,7.2
2012-10-27,23.1,11.65,5.1,rain,14.4,9.4
2012-10-28,6.1,11.98,3.8,rain,14.4,10.0
2012-10-29,10.9,12.52,4.9,rain,15.6,10.0
2012-10-30,34.5,13.46,2.8,rain,15.0,12.2
2012-10-31,14.5,13.12,2.7,rain,15.6,11.1
2012-11-01,9.7,12.58,3.0,rain,15.0,10.6
2012-11-02,5.6,12.58,1.0,rain,15.0,10.6
2012-11-03,0.5,13.12,3.6,rain,15.6,11.1
2012-11-04,8.1,15.05,3.8,rain,17.8,12.8
2012-11-05,0.8,11.04,4.0,rain,15.0,7.8
2012-11-06,0.3,9.44,3.5,rain,12.8,6.7
2012-11-07,0.0,7.64,3.4,rain,12.2,3.9
2012-11-08,0.0,5.11,3.4,rain,10.0,1.1
2012-11-09,0.0,4.61,2.0,rain,8.9,1.1
2012-11-10,0.0,3.18,2.2,sun,7.8,-0.6
2012-11-11,15.2,4.61,3.0,rain,8.9,1.1
2012-11-12,3.6,9.12,3.0,rain,12.8,6.1
2012-11-13,5.3,9.28,2.5,rain,11.1,7.8
2012-11-14,0.8,7.74,2.6,rain,11.1,5.0
2012-11-15,0.0,5.77,2.4,drizzle,9.4,2.8
2012-11-16,5.6,5.44,1.6,rain,9.4,2.2
2012-11-17,6.1,8.85,5.3,rain,12.2,6.1
2012-11-18,7.9,7.86,4.9,rain,10.0,6.1
2012-11-19,54.1,10.55,6.0,rain,13.3,8.3
2012-11-20,3.8,8.96,4.2,rain,11.1,7.2
2012-11-21,11.2,5.88,5.5,rain,8.3,3.9
2012-11-22,0.0,5.54,1.5,rain,8.9,2.8
2012-11-23,32.0,7.59,2.4,rain,9.4,6.1
2012-11-24,0.0,6.15,1.2,rain,8.9,3.9
2012-11-25,0.0,4.34,3.6,drizzle,8.3,1.1
2012-11-26,0.0,5.17,3.8,fog,9.4,1.7
2012-11-27,0.0,5.44,1.5,sun,10.0,1.7
2012-11-28,2.8,5.44,2.9,rain,9.4,2.2
2012-11-29,1.5,10.05,4.2,rain,12.8,7.8
2012-11-30,35.6,11.04,4.6,rain,15.0,7.8
2012-12-01,4.1,10.55,5.5,rain,13.3,8.3
2012-12-02,19.6,7.7,6.2,rain,8.3,7.2
2012-12-03,13.0,8.19,4.4,rain,9.4,7.2
2012-12-04,14.2,9.22,6.2,rain,11.7,7.2
2012-12-05,1.5,6.43,5.0,rain,8.9,4.4
2012-12-06,1.5,6.6,5.1,rain,7.2,6.1
2012-12-07,1.0,5.32,4.6,rain,7.8,3.3
2012-12-08,0.0,4.83,2.0,sun,6.7,3.3
2012-12-09,1.5,4.56,2.1,rain,6.7,2.8
2012-12-10,0.5,6.32,1.8,rain,7.2,5.6
2012-12-11,3.0,6.59,4.5,rain,7.8,5.6
2012-12-12,8.1,5.44,2.0,rain,6.7,4.4
2012-12-13,2.3,5.06,2.8,rain,7.2,3.3
2012-12-14,7.9,3.35,1.7,rain,6.1,1.1
2012-12-15,5.3,2.31,5.1,snow,4.4,0.6
2012-12-16,22.6,4.83,5.5,snow,6.7,3.3
2012-12-17,2.0,4.67,9.5,rain,8.3,1.7
2012-12-18,3.3,2.08,5.3,snow,3.9,0.6
2012-12-19,13.7,4.67,5.8,snow,8.3,1.7
2012-12-20,13.2,3.57,3.7,rain,7.2,0.6
2012-12-21,1.8,2.8,1.7,rain,8.3,-1.7
2012-12-22,3.3,5.88,3.5,rain,8.3,3.9
2012-12-23,6.6,5.06,2.5,rain,7.2,3.3
2012-12-24,0.3,4.06,2.8,rain,5.6,2.8
2012-12-25,13.5,4.06,4.2,snow,5.6,2.8
2012-12-26,4.6,4.83,4.9,rain,6.7,3.3
2012-12-27,4.1,5.32,3.2,rain,7.8,3.3
2012-12-28,0.0,5.88,1.7,rain,8.3,3.9
2012-12-29,1.5,4.06,1.7,rain,5.0,3.3
2012-12-30,0.0,1.98,1.8,drizzle,4.4,0.0
2012-12-31,0.0,0.88,2.0,drizzle,3.3,-1.1
2013-01-01,0.0,0.71,2.7,sun,5.0,-2.8
2013-01-02,0.0,2.14,3.2,sun,6.1,-1.1
2013-01-03,4.1,2.08,3.0,rain,6.7,-1.7
2013-01-04,2.5,5.71,2.8,rain,10.0,2.2
2013-01-05,3.0,5.44,3.1,rain,6.7,4.4
2013-01-06,2.0,4.78,3.0,rain,7.2,2.8
2013-01-07,2.3,6.92,7.3,rain,10.0,4.4
2013-01-08,16.3,8.34,6.3,rain,11.7,5.6
2013-01-09,38.4,5.44,5.1,rain,10.0,1.7
2013-01-10,0.3,1.15,2.1,snow,3.3,-0.6
2013-01-11,0.0,-0.28,1.9,drizzle,2.8,-2.8
2013-01-12,0.0,-0.88,2.0,sun,2.8,-3.9
2013-01-13,0.0,-1.43,1.5,sun,2.2,-4.4
2013-01-14,0.0,0.27,1.3,sun,3.3,-2.2
2013-01-15,0.0,2.68,2.3,sun,6.7,-0.6
2013-01-16,0.0,0.6,1.8,drizzle,6.1,-3.9
2013-01-17,0.0,0.21,1.0,drizzle,3.9,-2.8
2013-01-18,0.0,0.88,1.3,drizzle,3.3,-1.1
2013-01-19,0.0,0.17,1.9,drizzle,1.1,-0.6
2013-01-20,0.0,1.15,2.1,drizzle,3.3,-0.6
2013-01-21,0.0,0.06,1.1,drizzle,2.2,-1.7
2013-01-22,0.0,0.55,0.6,drizzle,3.3,-1.7
2013-01-23,5.1,4.45,3.1,rain,7.2,2.2
2013-01-24,5.8,3.84,2.6,rain,7.2,1.1
2013-01-25,3.0,6.31,2.1,rain,10.6,2.8
2013-01-26,2.3,5.88,4.5,rain,8.3,3.9
2013-01-27,1.8,4.66,4.5,rain,5.6,3.9
2013-01-28,7.9,4.56,3.2,rain,6.1,3.3
2013-01-29,4.3,6.48,3.9,rain,8.3,5.0
2013-01-30,3.6,7.69,3.9,rain,8.9,6.7
2013-01-31,3.0,8.19,4.0,rain,9.4,7.2
2013-02-01,0.3,8.02,2.9,rain,11.7,5.0
2013-02-02,0.0,4.28,2.0,drizzle,6.1,2.8
2013-02-03,2.3,5.54,2.9,rain,8.9,2.8
2013-02-04,0.0,8.46,2.6,rain,10.6,6.7
2013-02-05,3.3,8.18,5.1,rain,10.0,6.7
2013-02-06,1.0,8.12,4.5,rain,10.6,6.1
2013-02-07,1.3,6.04,4.1,rain,9.4,3.3
2013-02-08,0.0,4.72,1.3,sun,7.8,2.2
2013-02-09,0.3,6.16,1.3,rain,8.3,4.4
2013-02-10,0.0,4.94,2.0,drizzle,8.9,1.7
2013-02-11,0.3,6.16,1.4,rain,8.3,4.4
2013-02-12,1.0,8.96,5.6,rain,11.1,7.2
2013-02-13,2.3,8.19,4.1,rain,9.4,7.2
2013-02-14,1.0,7.31,2.2,rain,9.4,5.6
2013-02-15,0.0,8.74,2.4,drizzle,13.3,5.0
2013-02-16,0.0,7.14,5.6,rain,11.1,3.9
2013-02-17,0.0,6.65,3.4,rain,9.4,4.4
2013-02-18,0.0,5.65,1.9,rain,7.8,3.9
2013-02-19,0.0,5.7,3.4,sun,10.6,1.7
2013-02-20,1.5,4.12,2.1,rain,7.8,1.1
2013-02-21,0.5,5.16,6.2,rain,6.7,3.9
2013-02-22,9.4,5.65,8.1,rain,7.8,3.9
2013-02-23,0.3,6.64,4.6,rain,10.0,3.9
2013-02-24,0.0,6.76,5.5,rain,8.9,5.0
2013-02-25,2.3,6.58,7.1,rain,10.6,3.3
2013-02-26,0.5,6.15,3.8,rain,8.9,3.9
2013-02-27,4.6,6.92,1.8,rain,10.0,4.4
2013-02-28,8.1,8.95,3.8,rain,11.7,6.7
2013-03-01,4.1,12.86,5.4,rain,15.0,11.1
2013-03-02,0.8,9.0,4.5,rain,13.9,5.0
2013-03-03,0.0,6.2,2.8,sun,11.1,2.2
2013-03-04,0.0,5.98,3.9,sun,13.3,0.0
2013-03-05,0.0,7.59,2.4,rain,9.4,6.1
2013-03-06,11.9,5.99,4.1,rain,7.2,5.0
2013-03-07,7.4,8.24,2.5,rain,12.2,5.0
2013-03-08,0.0,6.48,2.6,drizzle,11.7,2.2
2013-03-09,0.0,6.37,1.3,fog,12.8,1.1
2013-03-10,0.8,5.65,1.6,rain,7.8,3.9
2013-03-11,1.3,8.12,1.1,rain,10.6,6.1
2013-03-12,2.0,11.26,5.7,rain,12.8,10.0
2013-03-13,2.3,10.44,3.7,rain,11.7,9.4
2013-03-14,2.8,10.44,3.0,rain,11.7,9.4
2013-03-15,0.0,11.38,4.3,rain,14.4,8.9
2013-03-16,4.3,7.19,6.4,rain,10.6,4.4
2013-03-17,0.0,6.15,6.1,sun,8.9,3.9
2013-03-18,0.0,7.41,5.9,rain,11.7,3.9
2013-03-19,11.7,6.7,3.4,rain,12.8,1.7
2013-03-20,9.9,7.42,7.6,rain,11.1,4.4
2013-03-21,8.1,5.71,4.9,snow,10.0,2.2
2013-03-22,0.0,4.56,2.2,sun,9.4,0.6
2013-03-23,0.0,5.11,2.6,sun,10.0,1.1
2013-03-24,0.0,5.82,2.1,sun,12.2,0.6
2013-03-25,0.0,9.94,2.8,sun,16.7,4.4
2013-03-26,0.0,10.87,1.7,sun,16.7,6.1
2013-03-27,0.3,9.94,1.6,rain,13.3,7.2
2013-03-28,2.0,11.81,1.3,rain,16.1,8.3
2013-03-29,0.0,12.53,2.5,rain,18.3,7.8
2013-03-30,0.0,12.08,4.4,drizzle,20.0,5.6
2013-03-31,0.0,12.96,2.9,sun,20.6,6.7
2013-04-01,0.0,12.3,3.6,sun,17.2,8.3
2013-04-02,0.0,11.15,2.2,sun,13.9,8.9
2013-04-03,0.0,11.8,1.6,sun,16.7,7.8
2013-04-04,8.4,11.98,3.0,rain,14.4,10.0
